SiteName,County,PSI,MajorPollutant,Status,SO2,CO,O3,PM10,PM2.5,NO2,WindSpeed,WindDirec,FPMI,NOx,NO,PublishTime
麥寮,雲林縣,42,,良好,1,0.16,27,43,8,3.5,4.8,194,1,5.86,2.39,2016-05-29 09:00
關山,臺東縣,24,,良好,1.2,,17,25,8,2.6,1.2,74,1,3.87,1.31,2016-05-29 09:00
馬公,澎湖縣,18,,良好,2.4,0.19,18,20,6,7,1.9,175,1,12.55,5.54,2016-05-29 09:00
金門,金門縣,22,,良好,2.2,0.12,25,22,5,4.5,4.3,216,1,6.49,1.99,2016-05-29 09:00
馬祖,連江縣,23,,良好,2.1,0.1,25,22,8,3.1,6.4,208,1,6,2.89,2016-05-29 09:00
埔里,南投縣,25,,良好,1.8,0.21,18,29,11,5,1.1,6.6,1,7.93,2.96,2016-05-29 09:00
復興,高雄市,23,,良好,4.4,0.4,19,25,0,9.3,1.1,211,1,12.38,3.11,2016-05-29 09:00
永和,新北市,26,,良好,2.2,0.89,19,25,11,16,2.8,238,1,30.24,14.65,2016-05-29 09:00
竹山,南投縣,29,,良好,3.1,0.17,27,28,14,5.5,1.4,210,1,7.13,1.61,2016-05-29 09:00
中壢,桃園市,41,,良好,2.3,0.81,19,41,14,13,2.5,176,1,34.5,21.21,2016-05-29 09:00
三重,新北市,46,,良好,3.4,1.33,,44,18,24,,,2,85.08,60.59,2016-05-29 09:00
冬山,宜蘭縣,19,,良好,0.9,0.2,23,14,1,5.1,1.4,79,1,7.4,2.34,2016-05-29 09:00
宜蘭,宜蘭縣,23,,良好,1.7,0.15,25,21,11,2.1,2,123,1,3.71,1.58,2016-05-29 09:00
陽明,臺北市,0,,,,,,22,13,,,,,,,2016-05-29 09:00
花蓮,花蓮縣,25,,良好,3.6,0.22,21,23,9,4.8,1.6,116,1,6.09,1.34,2016-05-29 09:00
臺東,臺東縣,20,,良好,1.8,0.24,25,15,7,3.1,2,135,1,5.2,2.09,2016-05-29 09:00
恆春,屏東縣,22,,良好,1,0.07,26,16,1,1.3,3.3,281,1,4.71,3.44,2016-05-29 09:00
潮州,屏東縣,34,,良好,2.5,0.24,28,35,19,6.8,2.1,286,2,9.01,2.19,2016-05-29 09:00
屏東,屏東縣,38,,良好,1.5,0.23,27,45,23,5.1,1.2,201,2,6.77,1.67,2016-05-29 09:00
小港,高雄市,29,,良好,4.4,0.12,22,19,0,6.7,2.6,258,1,9.42,2.76,2016-05-29 09:00
前鎮,高雄市,18,,良好,2.9,0.13,21,16,7,6.4,2.6,296,1,8.97,2.53,2016-05-29 09:00
前金,高雄市,25,,良好,1.8,0.11,26,26,13,1.1,2.2,233,1,2.74,1.64,2016-05-29 09:00
左營,高雄市,28,,良好,2.5,0.15,24,25,15,3.3,2.9,271,2,4.46,1.12,2016-05-29 09:00
楠梓,高雄市,41,,良好,1.6,0.14,23,39,8,2.2,1.9,275,1,3.49,1.33,2016-05-29 09:00
林園,高雄市,22,,良好,3.8,0.12,25,23,14,3.1,2.1,273,1,5.65,2.51,2016-05-29 09:00
大寮,高雄市,31,,良好,4.1,0.13,22,23,4,6.8,1.7,236,1,9.19,2.42,2016-05-29 09:00
鳳山,高雄市,40,,良好,3.4,0.31,22,40,18,8.4,2.5,257,1,11.52,3.16,2016-05-29 09:00
仁武,高雄市,33,,良好,1.5,0.12,25,28,8,4.9,1.7,306,1,6.48,1.62,2016-05-29 09:00
橋頭,高雄市,32,,良好,1.9,0.1,24,17,4,2.2,3.2,245,1,3.94,1.79,2016-05-29 09:00
美濃,高雄市,25,,良好,2.3,0.22,30,25,8,4.5,1,260,1,6.42,1.9,2016-05-29 09:00
臺南,臺南市,22,,良好,1.5,0.11,25,19,13,3.7,2.7,232,2,4.16,.5,2016-05-29 09:00
安南,臺南市,28,,良好,1.6,0.15,26,23,14,0.2,3.3,224,2,1.3,1.14,2016-05-29 09:00
善化,臺南市,32,,良好,2.1,0.19,27,32,3,6.4,3.2,202,1,9.03,2.59,2016-05-29 09:00
新營,臺南市,39,,良好,2.3,0.27,26,39,10,5.9,2.3,189,1,8.18,2.23,2016-05-29 09:00
嘉義,嘉義市,39,,良好,1.6,0.09,27,40,12,0.6,4,216,2,2.91,2.31,2016-05-29 09:00
臺西,雲林縣,29,,良好,2.3,0.11,26,25,13,3.2,5.1,208,1,4.64,1.41,2016-05-29 09:00
朴子,嘉義縣,47,,良好,1.7,0.26,24,47,23,4.2,3.8,227,2,6.2,2.04,2016-05-29 09:00
新港,嘉義縣,35,,良好,2.6,0.16,24,37,15,3.8,3.1,199,1,6.16,2.38,2016-05-29 09:00
崙背,雲林縣,36,,良好,2.7,0.12,28,36,21,2.6,4.4,187,2,4.42,1.82,2016-05-29 09:00
斗六,雲林縣,28,,良好,2.9,0.29,26,30,17,5.7,2.4,230,2,8.23,2.53,2016-05-29 09:00
南投,南投縣,28,,良好,2.4,0.25,24,28,14,3.4,3.6,174,2,6.43,3.02,2016-05-29 09:00
二林,彰化縣,22,,良好,2.9,0.11,27,31,20,2.7,4.7,208,1,4.39,1.67,2016-05-29 09:00
線西,彰化縣,30,,良好,2.4,0.15,26,34,15,3.7,4.7,203,2,5.31,1.61,2016-05-29 09:00
彰化,彰化縣,35,,良好,2.3,0.19,23,35,2,6.3,3.7,194,1,8.87,2.57,2016-05-29 09:00
西屯,臺中市,26,,良好,3.1,0.14,25,27,12,7.5,3.7,179,1,10.29,2.82,2016-05-29 09:00
忠明,臺中市,19,,良好,1.7,0.19,23,10,10,5.2,2.9,178,1,7.92,2.72,2016-05-29 09:00
大里,臺中市,32,,良好,1.9,0.24,25,41,24,5.8,3.4,206,2,8.76,2.99,2016-05-29 09:00
沙鹿,臺中市,24,,良好,2.7,0.22,24,25,3,6.8,3.9,188,1,9.62,2.86,2016-05-29 09:00
豐原,臺中市,20,,良好,2.1,0.18,24,16,7,4.3,4.6,202,2,6.04,1.71,2016-05-29 09:00
三義,苗栗縣,23,,良好,1.9,0.11,28,20,1,2.3,5.8,199,1,3.67,1.35,2016-05-29 09:00
苗栗,苗栗縣,27,,良好,1.2,0.17,23,27,15,4.7,5.5,196,2,6.45,1.77,2016-05-29 09:00
頭份,苗栗縣,24,,良好,2.5,0.17,25,25,7,6.4,4.4,219,1,9.41,2.97,2016-05-29 09:00
新竹,新竹市,21,,良好,1.8,0.23,26,18,5,5.5,4.5,238,1,7.76,2.28,2016-05-29 09:00
竹東,新竹縣,32,,良好,1.3,0.15,24,29,9,2.6,3.1,233,2,4.93,2.33,2016-05-29 09:00
湖口,新竹縣,23,,良好,2.5,0.14,28,27,13,4.6,9.1,239,1,6.69,2.07,2016-05-29 09:00
龍潭,桃園市,33,,良好,1.5,0.23,25,39,16,5,5.4,245,2,9.15,4.19,2016-05-29 09:00
平鎮,桃園市,34,,良好,1.4,0.16,25,35,10,5.6,5.7,329,1,7.22,1.63,2016-05-29 09:00
觀音,桃園市,36,,良好,3.1,0.17,21,39,15,6,7.7,248,2,8.85,2.83,2016-05-29 09:00
大園,桃園市,30,,良好,2,0.17,24,51,13,6.3,8.2,225,2,8.91,2.66,2016-05-29 09:00
桃園,桃園市,32,,良好,1.9,0.22,27,29,6,7,2.5,231,1,9.47,2.45,2016-05-29 09:00
大同,臺北市,40,,良好,2.9,1.59,,43,19,28,,,1,64,36.47,2016-05-29 09:00
松山,臺北市,26,,良好,1.6,0.38,25,27,12,13,2.6,219,2,19.7,6.66,2016-05-29 09:00
古亭,臺北市,27,,良好,1.6,0.34,26,26,10,9.9,3.1,212,1,15.37,5.45,2016-05-29 09:00
萬華,臺北市,26,,良好,2.2,0.31,25,28,6,11,2.6,250,1,15,3.97,2016-05-29 09:00
中山,臺北市,31,,良好,2.1,0.45,23,32,20,13,2.8,229,2,21.23,7.86,2016-05-29 09:00
士林,臺北市,31,,良好,2.3,0.2,29,32,13,6.1,3.5,224,2,8.05,1.92,2016-05-29 09:00
淡水,新北市,24,,良好,2.6,0.11,27,23,10,2.9,,,1,4.89,1.97,2016-05-29 09:00
林口,新北市,35,,良好,1.8,0.14,25,40,9,5.8,5.3,246,1,8.93,3.13,2016-05-29 09:00
菜寮,新北市,27,,良好,2.1,0.28,26,27,9,6.9,3.1,197,1,10.67,3.73,2016-05-29 09:00
新莊,新北市,29,,良好,1.7,0.18,28,20,11,5.6,3.8,195,2,7.45,1.83,2016-05-29 09:00
板橋,新北市,33,,良好,1.6,0.29,25,26,7,9,2.7,228,1,12.65,3.61,2016-05-29 09:00
土城,新北市,23,,良好,1.4,0.2,28,23,9,4.7,2.7,193,1,6.72,2.02,2016-05-29 09:00
新店,新北市,28,,良好,2,0.28,27,29,15,6.1,2.3,292,1,10.17,4.04,2016-05-29 09:00
萬里,新北市,27,,良好,2.9,0.18,32,21,9,5.2,4.9,220,1,7.86,2.66,2016-05-29 09:00
汐止,新北市,31,,良好,2.1,0.47,27,32,12,12,1.8,192,1,16.35,4.79,2016-05-29 09:00
基隆,基隆市,26,,良好,2.2,0.39,29,25,11,11,2,243,1,15.17,4.26,2016-05-29 09:00
